Experiment,Subject,Language,Age,Sex,Query,Response
SchneiderEtAl_2020,SP12,Slovenian,5.686516085,M,6,6
SchneiderEtAl_2020,SP12,Slovenian,5.686516085,M,9,9
SchneiderEtAl_2020,SP12,Slovenian,5.686516085,M,7,7
SchneiderEtAl_2020,SP12,Slovenian,5.686516085,M,5,5
SchneiderEtAl_2020,SP10,Slovenian,5.648186174,M,6,6
SchneiderEtAl_2020,SP10,Slovenian,5.648186174,M,9,9
SchneiderEtAl_2020,SP10,Slovenian,5.648186174,M,7,7
SchneiderEtAl_2020,SP10,Slovenian,5.648186174,M,5,5
SchneiderEtAl_2020,JP01,Slovenian,4.821355236,F,6,6
SchneiderEtAl_2020,JP01,Slovenian,4.821355236,F,9,5
SchneiderEtAl_2020,JP01,Slovenian,4.821355236,F,7,7
SchneiderEtAl_2020,JP01,Slovenian,4.821355236,F,5,5
SchneiderEtAl_2020,JP02,Slovenian,4.399726215,F,6,6
SchneiderEtAl_2020,JP02,Slovenian,4.399726215,F,9,5
SchneiderEtAl_2020,JP02,Slovenian,4.399726215,F,7,5
SchneiderEtAl_2020,JP02,Slovenian,4.399726215,F,5,5
SchneiderEtAl_2020,JP03,Slovenian,5.377138946,M,6,6
SchneiderEtAl_2020,JP03,Slovenian,5.377138946,M,9,9
SchneiderEtAl_2020,JP03,Slovenian,5.377138946,M,7,7
SchneiderEtAl_2020,JP03,Slovenian,5.377138946,M,5,5
SchneiderEtAl_2020,Krom01,Slovenian,4.602327173,F,6,6
SchneiderEtAl_2020,Krom01,Slovenian,4.602327173,F,9,9
SchneiderEtAl_2020,Krom01,Slovenian,4.602327173,F,7,7
SchneiderEtAl_2020,Krom01,Slovenian,4.602327173,F,5,5
SchneiderEtAl_2020,Krom02,Slovenian,4.845995893,M,6,6
SchneiderEtAl_2020,Krom02,Slovenian,4.845995893,M,9,9
SchneiderEtAl_2020,Krom02,Slovenian,4.845995893,M,7,7
SchneiderEtAl_2020,Krom02,Slovenian,4.845995893,M,5,5
SchneiderEtAl_2020,Krom03,Slovenian,4.876112252,M,6,6
SchneiderEtAl_2020,Krom03,Slovenian,4.876112252,M,9,9
SchneiderEtAl_2020,Krom03,Slovenian,4.876112252,M,7,7
SchneiderEtAl_2020,Krom03,Slovenian,4.876112252,M,5,5
SchneiderEtAl_2020,Krom04,Slovenian,4.635181383,M,6,10
SchneiderEtAl_2020,Krom04,Slovenian,4.635181383,M,9,10
SchneiderEtAl_2020,Krom04,Slovenian,4.635181383,M,7,10
SchneiderEtAl_2020,Krom04,Slovenian,4.635181383,M,5,10
SchneiderEtAl_2020,Krom05,Slovenian,4.364134155,M,6,6
SchneiderEtAl_2020,Krom05,Slovenian,4.364134155,M,9,10
SchneiderEtAl_2020,Krom05,Slovenian,4.364134155,M,7,6
SchneiderEtAl_2020,Krom05,Slovenian,4.364134155,M,5,5
SchneiderEtAl_2020,070218-CW-01,Cantonese,4.41889117,M,6,6
SchneiderEtAl_2020,070218-CW-01,Cantonese,4.41889117,M,9,9
SchneiderEtAl_2020,070218-CW-01,Cantonese,4.41889117,M,7,7
SchneiderEtAl_2020,070218-CW-01,Cantonese,4.41889117,M,5,5
SchneiderEtAl_2020,070218-CW-02,Cantonese,4.164271047,M,6,6
SchneiderEtAl_2020,070218-CW-02,Cantonese,4.164271047,M,9,9
SchneiderEtAl_2020,070218-CW-02,Cantonese,4.164271047,M,7,7
SchneiderEtAl_2020,070218-CW-02,Cantonese,4.164271047,M,5,5
SchneiderEtAl_2020,070218-CW-03,Cantonese,4.610540726,M,6,6
SchneiderEtAl_2020,070218-CW-03,Cantonese,4.610540726,M,9,9
SchneiderEtAl_2020,070218-CW-03,Cantonese,4.610540726,M,7,7
SchneiderEtAl_2020,070218-CW-03,Cantonese,4.610540726,M,5,5
SchneiderEtAl_2020,070218-CW-05,Cantonese,4.435318275,F,6,6
SchneiderEtAl_2020,070218-CW-05,Cantonese,4.435318275,F,9,9
SchneiderEtAl_2020,070218-CW-05,Cantonese,4.435318275,F,7,7
SchneiderEtAl_2020,070218-CW-05,Cantonese,4.435318275,F,5,5
SchneiderEtAl_2020,070218-CW-06,Cantonese,4.281998631,F,6,6
SchneiderEtAl_2020,070218-CW-06,Cantonese,4.281998631,F,9,9
SchneiderEtAl_2020,070218-CW-06,Cantonese,4.281998631,F,7,7
SchneiderEtAl_2020,070218-CW-06,Cantonese,4.281998631,F,5,5
SchneiderEtAl_2020,070218-CW-08,Cantonese,4.45174538,F,6,6
SchneiderEtAl_2020,070218-CW-08,Cantonese,4.45174538,F,9,9
SchneiderEtAl_2020,070218-CW-08,Cantonese,4.45174538,F,7,7
SchneiderEtAl_2020,070218-CW-08,Cantonese,4.45174538,F,5,5
SchneiderEtAl_2020,070218-CW-09,Cantonese,4.005475702,M,6,6
SchneiderEtAl_2020,070218-CW-09,Cantonese,4.005475702,M,9,9
SchneiderEtAl_2020,070218-CW-09,Cantonese,4.005475702,M,7,7
SchneiderEtAl_2020,070218-CW-09,Cantonese,4.005475702,M,5,5
SchneiderEtAl_2020,070218-CW-10,Cantonese,4.17522245,M,6,10
SchneiderEtAl_2020,070218-CW-10,Cantonese,4.17522245,M,9,7
SchneiderEtAl_2020,070218-CW-10,Cantonese,4.17522245,M,7,10
SchneiderEtAl_2020,070218-CW-10,Cantonese,4.17522245,M,5,5
SchneiderEtAl_2020,070218-CW-11,Cantonese,4.547570157,M,6,6
SchneiderEtAl_2020,070218-CW-11,Cantonese,4.547570157,M,9,10
SchneiderEtAl_2020,070218-CW-11,Cantonese,4.547570157,M,7,10
SchneiderEtAl_2020,070218-CW-11,Cantonese,4.547570157,M,5,10
SchneiderEtAl_2020,070218-CW-12,Cantonese,4.098562628,M,6,6
SchneiderEtAl_2020,070218-CW-12,Cantonese,4.098562628,M,9,8
SchneiderEtAl_2020,070218-CW-12,Cantonese,4.098562628,M,7,7
SchneiderEtAl_2020,070218-CW-12,Cantonese,4.098562628,M,5,5
SchneiderEtAl_2020,070218-CW-14,Cantonese,4.446269678,F,6,5
SchneiderEtAl_2020,070218-CW-14,Cantonese,4.446269678,F,9,5
SchneiderEtAl_2020,070218-CW-14,Cantonese,4.446269678,F,7,5
SchneiderEtAl_2020,070218-CW-14,Cantonese,4.446269678,F,5,5
SchneiderEtAl_2020,070218-CW-17,Cantonese,5.229295003,M,6,6
SchneiderEtAl_2020,070218-CW-17,Cantonese,5.229295003,M,9,9
SchneiderEtAl_2020,070218-CW-17,Cantonese,5.229295003,M,7,7
SchneiderEtAl_2020,070218-CW-17,Cantonese,5.229295003,M,5,5
SchneiderEtAl_2020,070218-CW-18,Cantonese,4.640657084,M,6,6
SchneiderEtAl_2020,070218-CW-18,Cantonese,4.640657084,M,9,9
SchneiderEtAl_2020,070218-CW-18,Cantonese,4.640657084,M,7,7
SchneiderEtAl_2020,070218-CW-18,Cantonese,4.640657084,M,5,5
SchneiderEtAl_2020,070218-CW-21,Cantonese,4.83504449,F,6,6
SchneiderEtAl_2020,070218-CW-21,Cantonese,4.83504449,F,9,9
SchneiderEtAl_2020,070218-CW-21,Cantonese,4.83504449,F,7,7
SchneiderEtAl_2020,070218-CW-21,Cantonese,4.83504449,F,5,5
SchneiderEtAl_2020,070218-CW-22,Cantonese,4.569472964,F,6,6
SchneiderEtAl_2020,070218-CW-22,Cantonese,4.569472964,F,9,9
SchneiderEtAl_2020,070218-CW-22,Cantonese,4.569472964,F,7,7
SchneiderEtAl_2020,070218-CW-22,Cantonese,4.569472964,F,5,5
SchneiderEtAl_2020,070218-CW-23,Cantonese,5.097878166,F,6,6
SchneiderEtAl_2020,070218-CW-23,Cantonese,5.097878166,F,9,9
SchneiderEtAl_2020,070218-CW-23,Cantonese,5.097878166,F,7,7
SchneiderEtAl_2020,070218-CW-23,Cantonese,5.097878166,F,5,5
SchneiderEtAl_2020,070318-CW-13,Cantonese,4.375085558,F,6,6
SchneiderEtAl_2020,070318-CW-13,Cantonese,4.375085558,F,9,9
SchneiderEtAl_2020,070318-CW-13,Cantonese,4.375085558,F,7,7
SchneiderEtAl_2020,070318-CW-13,Cantonese,4.375085558,F,5,5
SchneiderEtAl_2020,070318-CW-15,Cantonese,4.314852841,M,6,7
SchneiderEtAl_2020,070318-CW-15,Cantonese,4.314852841,M,9,10
SchneiderEtAl_2020,070318-CW-15,Cantonese,4.314852841,M,7,NA
SchneiderEtAl_2020,070318-CW-15,Cantonese,4.314852841,M,5,NA
SchneiderEtAl_2020,070318-CW-16,Cantonese,4.251882272,F,6,6
SchneiderEtAl_2020,070318-CW-16,Cantonese,4.251882272,F,9,8
SchneiderEtAl_2020,070318-CW-16,Cantonese,4.251882272,F,7,8
SchneiderEtAl_2020,070318-CW-16,Cantonese,4.251882272,F,5,5
SchneiderEtAl_2020,070318-CW-19,Cantonese,6.009582478,M,6,6
SchneiderEtAl_2020,070318-CW-19,Cantonese,6.009582478,M,9,9
SchneiderEtAl_2020,070318-CW-19,Cantonese,6.009582478,M,7,7
SchneiderEtAl_2020,070318-CW-19,Cantonese,6.009582478,M,5,5
SchneiderEtAl_2020,070318-CW-24,Cantonese,5.013004791,M,6,6
SchneiderEtAl_2020,070318-CW-24,Cantonese,5.013004791,M,9,9
SchneiderEtAl_2020,070318-CW-24,Cantonese,5.013004791,M,7,7
SchneiderEtAl_2020,070318-CW-24,Cantonese,5.013004791,M,5,5
SchneiderEtAl_2020,070318-CW-25,Cantonese,5.01026694,M,6,6
SchneiderEtAl_2020,070318-CW-25,Cantonese,5.01026694,M,9,9
SchneiderEtAl_2020,070318-CW-25,Cantonese,5.01026694,M,7,7
SchneiderEtAl_2020,070318-CW-25,Cantonese,5.01026694,M,5,5
SchneiderEtAl_2020,070318-CW-26,Cantonese,5.442847365,M,6,6
SchneiderEtAl_2020,070318-CW-26,Cantonese,5.442847365,M,9,9
SchneiderEtAl_2020,070318-CW-26,Cantonese,5.442847365,M,7,7
SchneiderEtAl_2020,070318-CW-26,Cantonese,5.442847365,M,5,5
SchneiderEtAl_2020,070318-CW-27,Cantonese,5.472963723,F,6,6
SchneiderEtAl_2020,070318-CW-27,Cantonese,5.472963723,F,9,9
SchneiderEtAl_2020,070318-CW-27,Cantonese,5.472963723,F,7,7
SchneiderEtAl_2020,070318-CW-27,Cantonese,5.472963723,F,5,5
SchneiderEtAl_2020,070318-CW-28,Cantonese,4.574948665,F,6,6
SchneiderEtAl_2020,070318-CW-28,Cantonese,4.574948665,F,9,9
SchneiderEtAl_2020,070318-CW-28,Cantonese,4.574948665,F,7,7
SchneiderEtAl_2020,070318-CW-28,Cantonese,4.574948665,F,5,5
SchneiderEtAl_2020,070318-CW-29,Cantonese,5.42642026,F,6,6
SchneiderEtAl_2020,070318-CW-29,Cantonese,5.42642026,F,9,9
SchneiderEtAl_2020,070318-CW-29,Cantonese,5.42642026,F,7,7
SchneiderEtAl_2020,070318-CW-29,Cantonese,5.42642026,F,5,5
SchneiderEtAl_2020,070318-CW-30,Cantonese,5.407255305,M,6,6
SchneiderEtAl_2020,070318-CW-30,Cantonese,5.407255305,M,9,9
SchneiderEtAl_2020,070318-CW-30,Cantonese,5.407255305,M,7,7
SchneiderEtAl_2020,070318-CW-30,Cantonese,5.407255305,M,5,5
SchneiderEtAl_2020,070318-CW-31,Cantonese,5.889117043,M,6,6
SchneiderEtAl_2020,070318-CW-31,Cantonese,5.889117043,M,9,9
SchneiderEtAl_2020,070318-CW-31,Cantonese,5.889117043,M,7,7
SchneiderEtAl_2020,070318-CW-31,Cantonese,5.889117043,M,5,5
SchneiderEtAl_2020,070318-CW-32,Cantonese,6.258726899,M,6,6
SchneiderEtAl_2020,070318-CW-32,Cantonese,6.258726899,M,9,9
SchneiderEtAl_2020,070318-CW-32,Cantonese,6.258726899,M,7,7
SchneiderEtAl_2020,070318-CW-32,Cantonese,6.258726899,M,5,5
SchneiderEtAl_2020,070318-CW-33,Cantonese,5.793292266,M,6,6
SchneiderEtAl_2020,070318-CW-33,Cantonese,5.793292266,M,9,9
SchneiderEtAl_2020,070318-CW-33,Cantonese,5.793292266,M,7,7
SchneiderEtAl_2020,070318-CW-33,Cantonese,5.793292266,M,5,5
SchneiderEtAl_2020,070318-CW-34,Cantonese,5.585215606,M,6,6
SchneiderEtAl_2020,070318-CW-34,Cantonese,5.585215606,M,9,9
SchneiderEtAl_2020,070318-CW-34,Cantonese,5.585215606,M,7,7
SchneiderEtAl_2020,070318-CW-34,Cantonese,5.585215606,M,5,5
SchneiderEtAl_2020,070318-CW-35,Cantonese,5.883641342,M,6,6
SchneiderEtAl_2020,070318-CW-35,Cantonese,5.883641342,M,9,9
SchneiderEtAl_2020,070318-CW-35,Cantonese,5.883641342,M,7,7
SchneiderEtAl_2020,070318-CW-35,Cantonese,5.883641342,M,5,5
SchneiderEtAl_2020,070318-CW-36,Cantonese,6.0862423,M,6,6
SchneiderEtAl_2020,070318-CW-36,Cantonese,6.0862423,M,9,9
SchneiderEtAl_2020,070318-CW-36,Cantonese,6.0862423,M,7,7
SchneiderEtAl_2020,070318-CW-36,Cantonese,6.0862423,M,5,5
SchneiderEtAl_2020,070318-CW-37,Cantonese,6.075290897,M,6,6
SchneiderEtAl_2020,070318-CW-37,Cantonese,6.075290897,M,9,9
SchneiderEtAl_2020,070318-CW-37,Cantonese,6.075290897,M,7,7
SchneiderEtAl_2020,070318-CW-37,Cantonese,6.075290897,M,5,5
SchneiderEtAl_2020,070318-CW-38,Cantonese,6.209445585,F,6,6
SchneiderEtAl_2020,070318-CW-38,Cantonese,6.209445585,F,9,9
SchneiderEtAl_2020,070318-CW-38,Cantonese,6.209445585,F,7,7
SchneiderEtAl_2020,070318-CW-38,Cantonese,6.209445585,F,5,5
SchneiderEtAl_2020,070318-CW-39,Cantonese,6.286105407,F,6,6
SchneiderEtAl_2020,070318-CW-39,Cantonese,6.286105407,F,9,9
SchneiderEtAl_2020,070318-CW-39,Cantonese,6.286105407,F,7,7
SchneiderEtAl_2020,070318-CW-39,Cantonese,6.286105407,F,5,5
SchneiderEtAl_2020,070318-CW-43,Cantonese,5.659137577,F,6,6
SchneiderEtAl_2020,070318-CW-43,Cantonese,5.659137577,F,9,9
SchneiderEtAl_2020,070318-CW-43,Cantonese,5.659137577,F,7,7
SchneiderEtAl_2020,070318-CW-43,Cantonese,5.659137577,F,5,5
SchneiderEtAl_2020,070518-SWH-20,Cantonese,4.684462697,F,6,6
SchneiderEtAl_2020,070518-SWH-20,Cantonese,4.684462697,F,9,9
SchneiderEtAl_2020,070518-SWH-20,Cantonese,4.684462697,F,7,7
SchneiderEtAl_2020,070518-SWH-20,Cantonese,4.684462697,F,5,5
SchneiderEtAl_2020,070518-SWH-21,Cantonese,5.295003422,M,6,6
SchneiderEtAl_2020,070518-SWH-21,Cantonese,5.295003422,M,9,9
SchneiderEtAl_2020,070518-SWH-21,Cantonese,5.295003422,M,7,7
SchneiderEtAl_2020,070518-SWH-21,Cantonese,5.295003422,M,5,5
SchneiderEtAl_2020,070518-SWH-27,Cantonese,5.856262834,M,6,6
SchneiderEtAl_2020,070518-SWH-27,Cantonese,5.856262834,M,9,9
SchneiderEtAl_2020,070518-SWH-27,Cantonese,5.856262834,M,7,7
SchneiderEtAl_2020,070518-SWH-27,Cantonese,5.856262834,M,5,5
SchneiderEtAl_2020,070518-SWH-28,Cantonese,5.201916496,F,6,6
SchneiderEtAl_2020,070518-SWH-28,Cantonese,5.201916496,F,9,9
SchneiderEtAl_2020,070518-SWH-28,Cantonese,5.201916496,F,7,7
SchneiderEtAl_2020,070518-SWH-28,Cantonese,5.201916496,F,5,5
SchneiderEtAl_2020,070518-SWH-32,Cantonese,5.442847365,M,6,6
SchneiderEtAl_2020,070518-SWH-32,Cantonese,5.442847365,M,9,9
SchneiderEtAl_2020,070518-SWH-32,Cantonese,5.442847365,M,7,7
SchneiderEtAl_2020,070518-SWH-32,Cantonese,5.442847365,M,5,5
SchneiderEtAl_2020,070518-SWH-35,Cantonese,4.815879535,M,6,6
SchneiderEtAl_2020,070518-SWH-35,Cantonese,4.815879535,M,9,9
SchneiderEtAl_2020,070518-SWH-35,Cantonese,4.815879535,M,7,7
SchneiderEtAl_2020,070518-SWH-35,Cantonese,4.815879535,M,5,5
SchneiderEtAl_2020,070518-SWH-38,Cantonese,4.76659822,F,6,6
SchneiderEtAl_2020,070518-SWH-38,Cantonese,4.76659822,F,9,9
SchneiderEtAl_2020,070518-SWH-38,Cantonese,4.76659822,F,7,7
SchneiderEtAl_2020,070518-SWH-38,Cantonese,4.76659822,F,5,5
SchneiderEtAl_2020,070518-SWH-41,Cantonese,5.281314168,M,6,6
SchneiderEtAl_2020,070518-SWH-41,Cantonese,5.281314168,M,9,9
SchneiderEtAl_2020,070518-SWH-41,Cantonese,5.281314168,M,7,7
SchneiderEtAl_2020,070518-SWH-41,Cantonese,5.281314168,M,5,5
SchneiderEtAl_2020,070518-SWH-43,Cantonese,6.321697467,F,6,6
SchneiderEtAl_2020,070518-SWH-43,Cantonese,6.321697467,F,9,9
SchneiderEtAl_2020,070518-SWH-43,Cantonese,6.321697467,F,7,7
SchneiderEtAl_2020,070518-SWH-43,Cantonese,6.321697467,F,5,5
SchneiderEtAl_2020,070518-SWH-44,Cantonese,6.291581109,F,6,6
SchneiderEtAl_2020,070518-SWH-44,Cantonese,6.291581109,F,9,9
SchneiderEtAl_2020,070518-SWH-44,Cantonese,6.291581109,F,7,7
SchneiderEtAl_2020,070518-SWH-44,Cantonese,6.291581109,F,5,5
SchneiderEtAl_2020,070518-SWH-45,Cantonese,6.308008214,M,6,6
SchneiderEtAl_2020,070518-SWH-45,Cantonese,6.308008214,M,9,9
SchneiderEtAl_2020,070518-SWH-45,Cantonese,6.308008214,M,7,7
SchneiderEtAl_2020,070518-SWH-45,Cantonese,6.308008214,M,5,5
SchneiderEtAl_2020,070518-SWH-46,Cantonese,6.308008214,M,6,6
SchneiderEtAl_2020,070518-SWH-46,Cantonese,6.308008214,M,9,9
SchneiderEtAl_2020,070518-SWH-46,Cantonese,6.308008214,M,7,7
SchneiderEtAl_2020,070518-SWH-46,Cantonese,6.308008214,M,5,5
SchneiderEtAl_2020,070518-SWH-47,Cantonese,5.826146475,M,6,6
SchneiderEtAl_2020,070518-SWH-47,Cantonese,5.826146475,M,9,9
SchneiderEtAl_2020,070518-SWH-47,Cantonese,5.826146475,M,7,7
SchneiderEtAl_2020,070518-SWH-47,Cantonese,5.826146475,M,5,5
SchneiderEtAl_2020,070518-SWH-49,Cantonese,6.453114305,M,6,6
SchneiderEtAl_2020,070518-SWH-49,Cantonese,6.453114305,M,9,9
SchneiderEtAl_2020,070518-SWH-49,Cantonese,6.453114305,M,7,7
SchneiderEtAl_2020,070518-SWH-49,Cantonese,6.453114305,M,5,5
SchneiderEtAl_2020,070518-SWH-50,Cantonese,6.308008214,F,6,6
SchneiderEtAl_2020,070518-SWH-50,Cantonese,6.308008214,F,9,9
SchneiderEtAl_2020,070518-SWH-50,Cantonese,6.308008214,F,7,7
SchneiderEtAl_2020,070518-SWH-50,Cantonese,6.308008214,F,5,5
SchneiderEtAl_2020,070518-SWH-51,Cantonese,5.765913758,F,6,6
SchneiderEtAl_2020,070518-SWH-51,Cantonese,5.765913758,F,9,9
SchneiderEtAl_2020,070518-SWH-51,Cantonese,5.765913758,F,7,7
SchneiderEtAl_2020,070518-SWH-51,Cantonese,5.765913758,F,5,5
SchneiderEtAl_2020,070518-SWH-54,Cantonese,5.722108145,M,6,6
SchneiderEtAl_2020,070518-SWH-54,Cantonese,5.722108145,M,9,9
SchneiderEtAl_2020,070518-SWH-54,Cantonese,5.722108145,M,7,7
SchneiderEtAl_2020,070518-SWH-54,Cantonese,5.722108145,M,5,5
SchneiderEtAl_2020,070518-SWH-55,Cantonese,6.234086242,F,6,6
SchneiderEtAl_2020,070518-SWH-55,Cantonese,6.234086242,F,9,9
SchneiderEtAl_2020,070518-SWH-55,Cantonese,6.234086242,F,7,7
SchneiderEtAl_2020,070518-SWH-55,Cantonese,6.234086242,F,5,5
SchneiderEtAl_2020,070518-SWH-56,Cantonese,6.548939083,M,6,6
SchneiderEtAl_2020,070518-SWH-56,Cantonese,6.548939083,M,9,9
SchneiderEtAl_2020,070518-SWH-56,Cantonese,6.548939083,M,7,7
SchneiderEtAl_2020,070518-SWH-56,Cantonese,6.548939083,M,5,5
SchneiderEtAl_2020,070518-SWH-57,Cantonese,5.587953457,F,6,6
SchneiderEtAl_2020,070518-SWH-57,Cantonese,5.587953457,F,9,9
SchneiderEtAl_2020,070518-SWH-57,Cantonese,5.587953457,F,7,7
SchneiderEtAl_2020,070518-SWH-57,Cantonese,5.587953457,F,5,5
SchneiderEtAl_2020,070518-SWH-58,Cantonese,6.22587269,F,6,6
SchneiderEtAl_2020,070518-SWH-58,Cantonese,6.22587269,F,9,9
SchneiderEtAl_2020,070518-SWH-58,Cantonese,6.22587269,F,7,7
SchneiderEtAl_2020,070518-SWH-58,Cantonese,6.22587269,F,5,5
SchneiderEtAl_2020,070518-SWH-59,Cantonese,6.15742642,F,6,6
SchneiderEtAl_2020,070518-SWH-59,Cantonese,6.15742642,F,9,9
SchneiderEtAl_2020,070518-SWH-59,Cantonese,6.15742642,F,7,7
SchneiderEtAl_2020,070518-SWH-59,Cantonese,6.15742642,F,5,5
SchneiderEtAl_2020,070518-SWH-60,Cantonese,5.697467488,M,6,6
SchneiderEtAl_2020,070518-SWH-60,Cantonese,5.697467488,M,9,9
SchneiderEtAl_2020,070518-SWH-60,Cantonese,5.697467488,M,7,7
SchneiderEtAl_2020,070518-SWH-60,Cantonese,5.697467488,M,5,5
SchneiderEtAl_2020,070518-SWH-62,Cantonese,5.883641342,F,6,6
SchneiderEtAl_2020,070518-SWH-62,Cantonese,5.883641342,F,9,9
SchneiderEtAl_2020,070518-SWH-62,Cantonese,5.883641342,F,7,7
SchneiderEtAl_2020,070518-SWH-62,Cantonese,5.883641342,F,5,5
SchneiderEtAl_2020,070618-SWH-05,Cantonese,4.065708419,M,6,6
SchneiderEtAl_2020,070618-SWH-05,Cantonese,4.065708419,M,7,9
SchneiderEtAl_2020,070618-SWH-05,Cantonese,4.065708419,M,5,7
SchneiderEtAl_2020,070618-SWH-05,Cantonese,4.065708419,M,9,5
SchneiderEtAl_2020,070618-SWH-09,Cantonese,4.284736482,M,6,6
SchneiderEtAl_2020,070618-SWH-09,Cantonese,4.284736482,M,5,9
SchneiderEtAl_2020,070618-SWH-09,Cantonese,4.284736482,M,9,7
SchneiderEtAl_2020,070618-SWH-09,Cantonese,4.284736482,M,7,5
SchneiderEtAl_2020,070618-SWH-11,Cantonese,4.060232717,F,6,10
SchneiderEtAl_2020,070618-SWH-11,Cantonese,4.060232717,F,9,10
SchneiderEtAl_2020,070618-SWH-11,Cantonese,4.060232717,F,7,10
SchneiderEtAl_2020,070618-SWH-11,Cantonese,4.060232717,F,5,10
SchneiderEtAl_2020,070618-SWH-14,Cantonese,3.586584531,F,6,4
SchneiderEtAl_2020,070618-SWH-14,Cantonese,3.586584531,F,9,3
SchneiderEtAl_2020,070618-SWH-14,Cantonese,3.586584531,F,7,3
SchneiderEtAl_2020,070618-SWH-14,Cantonese,3.586584531,F,5,5
SchneiderEtAl_2020,070618-SWH-15,Cantonese,4.292950034,M,6,6
SchneiderEtAl_2020,070618-SWH-15,Cantonese,4.292950034,M,9,8
SchneiderEtAl_2020,070618-SWH-15,Cantonese,4.292950034,M,7,7
SchneiderEtAl_2020,070618-SWH-15,Cantonese,4.292950034,M,5,7
SchneiderEtAl_2020,070618-SWH-16,Cantonese,4.260095825,F,6,6
SchneiderEtAl_2020,070618-SWH-16,Cantonese,4.260095825,F,9,9
SchneiderEtAl_2020,070618-SWH-16,Cantonese,4.260095825,F,7,7
SchneiderEtAl_2020,070618-SWH-16,Cantonese,4.260095825,F,5,5
SchneiderEtAl_2020,070618-SWH-17,Cantonese,4.517453799,F,6,6
SchneiderEtAl_2020,070618-SWH-17,Cantonese,4.517453799,F,9,9
SchneiderEtAl_2020,070618-SWH-17,Cantonese,4.517453799,F,7,7
SchneiderEtAl_2020,070618-SWH-17,Cantonese,4.517453799,F,5,5
SchneiderEtAl_2020,070618-SWH-19,Cantonese,3.772758385,F,6,6
SchneiderEtAl_2020,070618-SWH-19,Cantonese,3.772758385,F,9,8
SchneiderEtAl_2020,070618-SWH-19,Cantonese,3.772758385,F,7,7
SchneiderEtAl_2020,070618-SWH-19,Cantonese,3.772758385,F,5,5
SchneiderEtAl_2020,070618-SWH-22,Cantonese,4.950034223,M,6,6
SchneiderEtAl_2020,070618-SWH-22,Cantonese,4.950034223,M,DuckClover,9
SchneiderEtAl_2020,070618-SWH-22,Cantonese,4.950034223,M,TireHydrant,7
SchneiderEtAl_2020,070618-SWH-22,Cantonese,4.950034223,M,CloverKite,5
SchneiderEtAl_2020,070618-SWH-23,Cantonese,4.621492129,F,6,6
SchneiderEtAl_2020,070618-SWH-23,Cantonese,4.621492129,F,9,9
SchneiderEtAl_2020,070618-SWH-23,Cantonese,4.621492129,F,7,7
SchneiderEtAl_2020,070618-SWH-23,Cantonese,4.621492129,F,5,5
SchneiderEtAl_2020,070618-SWH-24,Cantonese,4.539356605,F,6,6
SchneiderEtAl_2020,070618-SWH-24,Cantonese,4.539356605,F,9,9
SchneiderEtAl_2020,070618-SWH-24,Cantonese,4.539356605,F,7,7
SchneiderEtAl_2020,070618-SWH-24,Cantonese,4.539356605,F,5,5
SchneiderEtAl_2020,070618-SWH-25,Cantonese,4.917180014,M,6,6
SchneiderEtAl_2020,070618-SWH-25,Cantonese,4.917180014,M,9,9
SchneiderEtAl_2020,070618-SWH-25,Cantonese,4.917180014,M,7,7
SchneiderEtAl_2020,070618-SWH-25,Cantonese,4.917180014,M,5,5
SchneiderEtAl_2020,070618-SWH-26,Cantonese,6.40109514,M,6,6
SchneiderEtAl_2020,070618-SWH-26,Cantonese,6.40109514,M,9,9
SchneiderEtAl_2020,070618-SWH-26,Cantonese,6.40109514,M,7,7
SchneiderEtAl_2020,070618-SWH-26,Cantonese,6.40109514,M,5,5
SchneiderEtAl_2020,070618-SWH-29,Cantonese,4.580424367,F,6,6
SchneiderEtAl_2020,070618-SWH-29,Cantonese,4.580424367,F,9,9
SchneiderEtAl_2020,070618-SWH-29,Cantonese,4.580424367,F,7,7
SchneiderEtAl_2020,070618-SWH-29,Cantonese,4.580424367,F,5,5
SchneiderEtAl_2020,070618-SWH-31,Cantonese,5.248459959,F,6,6
SchneiderEtAl_2020,070618-SWH-31,Cantonese,5.248459959,F,9,9
SchneiderEtAl_2020,070618-SWH-31,Cantonese,5.248459959,F,7,7
SchneiderEtAl_2020,070618-SWH-31,Cantonese,5.248459959,F,5,5
SchneiderEtAl_2020,070618-SWH-33,Cantonese,5.308692676,M,6,6
SchneiderEtAl_2020,070618-SWH-33,Cantonese,5.308692676,M,9,9
SchneiderEtAl_2020,070618-SWH-33,Cantonese,5.308692676,M,7,7
SchneiderEtAl_2020,070618-SWH-33,Cantonese,5.308692676,M,5,5
SchneiderEtAl_2020,070618-SWH-34,Cantonese,4.714579055,F,6,6
SchneiderEtAl_2020,070618-SWH-34,Cantonese,4.714579055,F,9,9
SchneiderEtAl_2020,070618-SWH-34,Cantonese,4.714579055,F,7,7
SchneiderEtAl_2020,070618-SWH-34,Cantonese,4.714579055,F,5,5
SchneiderEtAl_2020,070618-SWH-36,Cantonese,4.843258042,M,6,6
SchneiderEtAl_2020,070618-SWH-36,Cantonese,4.843258042,M,9,9
SchneiderEtAl_2020,070618-SWH-36,Cantonese,4.843258042,M,7,7
SchneiderEtAl_2020,070618-SWH-36,Cantonese,4.843258042,M,5,5
SchneiderEtAl_2020,070618-SWH-39,Cantonese,4.706365503,M,6,6
